run_name,model,accuracy,macro_f1,weighted_f1,params,model_size_mb,latency_mean_ms,latency_p95_ms,fps
cnn_v1,custom_cnn,0.6752577319587629,0.6594703195200683,0.6742799615060743,4826055,55.35635185241699,39.88148964501306,48.424158849957166,25.074289072475604
vgg16_v1,vgg16,0.6581220395653385,0.6396564779565547,0.6506368090626768,14980935,113.28202819824219,216.1844469303469,224.06403589593535,4.625679664745693
