epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.21083472669124603,0.0010000000474974513,2.0995209217071533,0.1748722642660141,2.088263511657715
1,0.32446831464767456,0.0010000000474974513,1.8619297742843628,0.3889921009540558,1.72963285446167
2,0.4264639616012573,0.0010000000474974513,1.6378446817398071,0.3467254936695099,1.8671250343322754
3,0.4730565845966339,0.0010000000474974513,1.5230250358581543,0.3555504083633423,1.820547342300415
4,0.4998975396156311,0.0010000000474974513,1.4572196006774902,0.46005573868751526,1.552635908126831
5,0.5147727727890015,0.0010000000474974513,1.4197148084640503,0.4972131848335266,1.4609577655792236
6,0.5300167798995972,0.0010000000474974513,1.3963305950164795,0.4112865626811981,1.6911382675170898
7,0.539974570274353,0.0010000000474974513,1.3835936784744263,0.46423596143722534,1.5393738746643066
8,0.5502601861953735,0.0010000000474974513,1.3660755157470703,0.4647004306316376,1.5969007015228271
9,0.5489898920059204,0.0010000000474974513,1.3717008829116821,0.4071063697338104,1.7294890880584717
10,0.5817317366600037,0.0005000000237487257,1.280755877494812,0.522758960723877,1.4063204526901245
11,0.5895586609840393,0.0005000000237487257,1.2551823854446411,0.5269391536712646,1.4094220399856567
12,0.5891488790512085,0.0005000000237487257,1.2452819347381592,0.5413376688957214,1.3530092239379883
13,0.5980002284049988,0.0005000000237487257,1.2247755527496338,0.538783073425293,1.3850542306900024
14,0.5986968874931335,0.0005000000237487257,1.2196416854858398,0.5020900964736938,1.5023502111434937
15,0.6050075888633728,0.0005000000237487257,1.2048836946487427,0.5680446028709412,1.3005975484848022
16,0.6101298928260803,0.0005000000237487257,1.1892979145050049,0.5202043652534485,1.4567614793777466
17,0.6122198104858398,0.0005000000237487257,1.1871072053909302,0.5380864143371582,1.407739281654358
18,0.62000572681427,0.0005000000237487257,1.1721241474151611,0.5787273645401001,1.320449948310852
19,0.618653416633606,0.0005000000237487257,1.1699773073196411,0.538783073425293,1.3840149641036987
20,0.6213989853858948,0.0005000000237487257,1.1641238927841187,0.5617742538452148,1.3418909311294556
21,0.6185714602470398,0.0005000000237487257,1.165513038635254,0.5636321306228638,1.3540656566619873
22,0.629348874092102,0.0005000000237487257,1.1535136699676514,0.5764049887657166,1.3155792951583862
23,0.6520919799804688,0.0002500000118743628,1.088862657546997,0.5931258797645569,1.2456923723220825
24,0.6531574130058289,0.0002500000118743628,1.067800521850586,0.637018084526062,1.1406878232955933
25,0.6615170240402222,0.0002500000118743628,1.0491892099380493,0.6272642612457275,1.1930484771728516
26,0.6664754152297974,0.0002500000118743628,1.0354959964752197,0.6326056718826294,1.1684954166412354
27,0.6649592518806458,0.0002500000118743628,1.025821566581726,0.6147236227989197,1.2207450866699219
28,0.672253429889679,0.0002500000118743628,1.0167278051376343,0.6135624647140503,1.2044970989227295
29,0.6870466470718384,0.0001250000059371814,0.9768278002738953,0.6182071566581726,1.1907603740692139
30,0.6931524872779846,0.0001250000059371814,0.960477352142334,0.6481653451919556,1.116794228553772
31,0.6933164000511169,0.0001250000059371814,0.9541516900062561,0.6497910022735596,1.092185139656067
32,0.6975371837615967,0.0001250000059371814,0.9401965737342834,0.6502554416656494,1.117823839187622
33,0.700528621673584,0.0001250000059371814,0.9252758026123047,0.6477009057998657,1.1187435388565063
34,0.701880931854248,0.0001250000059371814,0.9203698635101318,0.6500232219696045,1.1172212362289429
35,0.7083964943885803,0.0001250000059371814,0.9059780240058899,0.647468626499176,1.1139389276504517
36,0.7108142375946045,0.0001250000059371814,0.8968401551246643,0.6481653451919556,1.1131616830825806
37,0.7214276790618896,6.25000029685907e-05,0.8689764142036438,0.6558290719985962,1.1093765497207642
38,0.7255665063858032,6.25000029685907e-05,0.8625109195709229,0.6551323533058167,1.1013890504837036
39,0.7299512624740601,6.25000029685907e-05,0.8461964726448059,0.6549001336097717,1.1118155717849731
40,0.7331885695457458,6.25000029685907e-05,0.839762270450592,0.6560612916946411,1.1188535690307617
41,0.7315084338188171,6.25000029685907e-05,0.8428646326065063,0.659544825553894,1.113732099533081
42,0.7372044324874878,6.25000029685907e-05,0.8304481506347656,0.6616349220275879,1.1051727533340454
43,0.7354833483695984,6.25000029685907e-05,0.8294333815574646,0.6600092649459839,1.1063257455825806
44,0.7405236959457397,6.25000029685907e-05,0.8153373003005981,0.6588481068611145,1.124127984046936
45,0.7457689642906189,6.25000029685907e-05,0.8076378107070923,0.6588481068611145,1.1325373649597168
46,0.744293749332428,6.25000029685907e-05,0.8033467531204224,0.6569902300834656,1.1193406581878662
47,0.7508912682533264,3.125000148429535e-05,0.7877154350280762,0.6593126058578491,1.1186357736587524
48,0.7530221939086914,3.125000148429535e-05,0.780881404876709,0.661170482635498,1.1212717294692993
49,0.7597836256027222,3.125000148429535e-05,0.7678497433662415,0.6644217371940613,1.1093002557754517
50,0.7603573203086853,3.125000148429535e-05,0.7645635008811951,0.659777045249939,1.1391716003417969
51,0.7592509388923645,3.125000148429535e-05,0.7666147947311401,0.6644217371940613,1.1359822750091553
52,0.7634717226028442,3.125000148429535e-05,0.7548871040344238,0.6644217371940613,1.136360764503479
