timestamp,emotion,confidence,fps
2026-09-22T03:10:35,sad,0.52191561460495,3.1623524870242865
2026-09-22T03:10:35,sad,0.4833656847476959,162.3999690246641
2026-09-22T03:10:35,sad,0.4189523160457611,137.46407970634505
2026-09-22T03:10:35,sad,0.42232516407966614,5.856346987844144
2026-09-22T03:10:35,sad,0.42611202597618103,169.78238341968913
2026-09-22T03:10:36,sad,0.4655267894268036,16.611368100880807
2026-09-22T03:10:36,sad,0.45417526364326477,3.3399591493834584
2026-09-22T03:10:36,sad,0.44716987013816833,6.162357687623139
2026-09-22T03:10:36,sad,0.4477740526199341,6.440261461191562
2026-09-22T03:10:36,sad,0.448537677526474,6.109763842841577
2026-09-22T03:10:37,sad,0.4239937365055084,148.1824412647942
2026-09-22T03:10:37,sad,0.4242486357688904,6.270487489833995
2026-09-22T03:10:37,sad,0.4426155090332031,6.164975365403384
2026-09-22T03:10:37,sad,0.4588242471218109,6.447369513254271
2026-09-22T03:10:37,sad,0.4499666690826416,6.455009811088454
2026-09-22T03:10:37,sad,0.42783722281455994,5.9584868188333635
2026-09-22T03:10:38,sad,0.43096351623535156,6.356489241429061
2026-09-22T03:10:38,sad,0.4517875611782074,176.44625804551765
2026-09-22T03:10:38,sad,0.44840651750564575,6.297555182193955
2026-09-22T03:10:38,sad,0.4525142312049866,6.3583297329664745
2026-09-22T03:10:38,sad,0.48069828748703003,170.82653850853256
2026-09-22T03:10:38,sad,0.48433828353881836,5.932176685152105
2026-09-22T03:10:39,sad,0.49549779295921326,6.289688597504101
2026-09-22T03:10:39,sad,0.49400901794433594,6.136446298282242
2026-09-22T03:10:39,sad,0.5208925604820251,6.0756108124707575
2026-09-22T03:10:39,sad,0.5377402901649475,6.257353423840072
2026-09-22T03:10:39,sad,0.5408391356468201,6.345814244821137
2026-09-22T03:10:39,sad,0.5345749258995056,5.810098088513767
2026-09-22T03:10:40,sad,0.5404844880104065,6.322483588209137
2026-09-22T03:10:40,sad,0.5394254326820374,6.468109780263672
2026-09-22T03:10:40,sad,0.5291892886161804,6.192125026389178
2026-09-22T03:10:40,sad,0.541355550289154,6.451465240904924
2026-09-22T03:10:40,sad,0.5440728664398193,6.264418768594745
2026-09-22T03:10:40,sad,0.5327910780906677,5.819909474636525
2026-09-22T03:10:41,sad,0.5128324627876282,5.978871623230096
2026-09-22T03:10:41,sad,0.5000566244125366,6.452606624134446
2026-09-22T03:10:41,sad,0.5167499780654907,6.309738467208737
2026-09-22T03:10:41,sad,0.5283713936805725,6.424074595958977
2026-09-22T03:10:41,sad,0.544522762298584,6.080287611260909
2026-09-22T03:10:41,sad,0.5629409551620483,6.3496954062662745
2026-09-22T03:10:41,sad,0.5707436800003052,6.119926694603649
2026-09-22T03:10:42,sad,0.5578882098197937,6.126156969568615
2026-09-22T03:10:42,sad,0.546897292137146,6.388760009321978
2026-09-22T03:10:42,sad,0.5471678376197815,6.4130539152877715
2026-09-22T03:10:42,sad,0.5555171370506287,6.3480328427106585
2026-09-22T03:10:42,sad,0.5630523562431335,6.240985153067146
2026-09-22T03:10:42,sad,0.5488762855529785,6.318997349949756
2026-09-22T03:10:43,sad,0.5397726893424988,6.2074750697809336
2026-09-22T03:10:43,sad,0.5147404074668884,6.360113424416577
2026-09-22T03:10:43,sad,0.5219837427139282,6.037454261753758
2026-09-22T03:10:43,sad,0.5163753032684326,6.116802926052425
2026-09-22T03:10:43,sad,0.5101157426834106,6.4003515818129655
